winningTeam,blueTeamWardsPlaced,blueTeamKills,blueTeamTotalJungleMinionsKilled,blueTeamTotalMinionsKilled,blueTeamAvgLevel,blueTeamCsPerMinute,blueTeamGoldPerMinute,redTeamWardsDestroyed,redTeamKills,redTeamTotalJungleMinionsKilled,redTeamTotalMinionsKilled,redTeamAvgLevel,redTeamCsPerMinute,redTeamGoldPerMinute
1,26,12,65.6,249.2,8.46,20.99,1450.46,6,8,52.8,228.6,8.28,18.76,1275.97
0,39,10,51.0,246.9,8.18,19.86,1304.07,5,16,48.6,252.3,8.42,20.06,1502.09
1,29,17,84.6,209.3,8.52,19.59,1447.75,6,11,49.4,247.9,8.26,19.82,1317.87
0,30,9,65.0,238.8,8.38,20.25,1329.31,3,8,77.4,232.9,8.46,20.69,1270.17
0,33,7,71.9,212.5,8.24,18.96,1258.8,10,11,65.0,226.2,8.42,19.41,1309.98
1,28,17,66.4,260.8,8.86,21.81,1499.15,6,14,55.5,246.0,8.4,20.1,1376.13
0,24,11,72.0,258.7,8.72,22.05,1393.99,3,14,69.1,231.9,8.8,20.07,1417.25
0,26,10,66.1,273.2,8.74,22.62,1348.24,5,14,67.6,249.4,8.62,21.13,1388.46
1,25,22,66.3,221.6,8.74,19.19,1608.43,5,14,72.4,193.8,8.06,17.75,1277.76
1,231,15,62.9,244.7,8.5,20.51,1431.07,7,10,62.9,229.4,8.16,19.49,1313.13
0,33,8,60.0,210.9,8.34,18.06,1234.35,6,16,81.4,242.5,8.74,21.59,1479.25
1,22,19,57.8,276.2,8.7,22.27,1589.89,5,14,69.6,205.7,8.38,18.35,1378.82
0,29,11,69.2,244.5,8.32,20.91,1370.01,3,13,62.8,258.1,8.48,21.39,1454.29
0,27,7,65.7,249.0,8.48,20.98,1213.24,7,11,54.6,262.6,8.6,21.15,1269.28
0,31,13,52.5,199.4,8.08,16.79,1341.0,7,17,56.4,228.5,8.22,18.99,1406.47
1,73,10,71.4,212.3,8.34,18.91,1277.59,17,6,61.6,208.5,8.24,18.01,1184.97
1,42,18,67.2,227.2,8.56,19.63,1411.02,6,7,55.9,206.4,8.22,17.49,1202.95
0,76,16,51.2,236.6,8.4,19.19,1498.9,1,12,57.8,186.8,8.16,16.31,1292.79
0,24,10,58.9,224.3,8.38,18.88,1321.94,3,6,66.0,224.0,8.22,19.33,1244.42
0,68,13,61.0,239.2,8.64,20.01,1367.86,36,14,69.1,253.1,8.74,21.48,1353.19
1,20,15,47.1,182.7,8.14,15.32,1314.49,6,16,72.2,201.6,8.34,18.25,1422.85
1,21,8,80.8,249.6,8.62,22.03,1313.11,4,8,62.2,231.2,8.38,19.56,1259.45
0,22,15,60.0,237.9,8.78,19.86,1467.9,7,14,67.8,235.6,8.4,20.23,1363.18
1,21,9,70.6,252.3,8.62,21.53,1269.6,6,13,69.2,261.4,8.88,22.04,1450.21
0,28,8,61.3,242.4,8.38,20.25,1214.73,5,12,58.8,220.8,8.32,18.64,1289.86
0,25,13,63.8,232.1,8.3,19.73,1360.41,5,12,55.2,213.4,8.12,17.91,1354.28
1,18,14,68.5,231.6,8.48,20.01,1326.42,1,12,70.9,250.4,8.58,21.42,1447.27
1,34,9,74.8,250.9,8.58,21.71,1377.97,7,11,69.0,240.0,8.7,20.6,1354.29
1,37,7,60.7,246.6,8.34,20.49,1288.53,6,8,75.2,266.3,8.6,22.77,1375.97
1,27,17,62.9,197.4,8.36,17.35,1417.93,2,18,68.4,218.4,8.64,19.12,1504.45
1,28,17,63.4,225.9,8.62,19.29,1353.54,11,12,62.8,250.4,8.44,20.88,1332.83
1,30,12,55.2,193.0,8.26,16.55,1288.81,3,5,53.7,212.0,8.24,17.71,1161.33
0,38,5,76.8,241.9,8.54,21.25,1220.55,7,13,74.4,273.2,8.72,23.17,1366.85
1,26,10,63.6,253.8,8.5,21.16,1372.54,6,18,59.2,200.3,8.5,17.3,1378.39
0,21,10,59.8,229.6,8.34,19.29,1322.98,5,16,41.8,236.6,8.3,18.56,1374.26
0,19,14,71.6,224.1,8.62,19.71,1349.61,7,14,55.6,241.6,8.46,19.81,1373.04
1,27,18,57.0,263.3,8.8,21.35,1517.22,2,11,66.0,224.3,8.2,19.35,1262.53
0,165,5,74.3,212.0,8.14,19.09,1159.08,2,11,55.9,198.2,8.0,16.94,1196.69
0,29,9,69.8,195.4,8.6,17.68,1191.77,6,4,57.8,257.5,8.44,21.02,1242.77
1,43,9,52.6,252.7,8.18,20.35,1249.78,3,9,43.4,180.8,7.66,14.95,1186.52
0,20,10,60.6,236.4,8.46,19.8,1322.32,3,14,66.2,254.6,8.54,21.39,1408.77
1,24,17,74.8,241.4,8.56,21.08,1547.14,3,9,56.8,223.0,8.06,18.65,1268.61
0,23,9,74.8,244.6,8.56,21.29,1252.35,2,8,65.8,259.2,8.62,21.67,1339.73
0,44,8,58.8,192.5,8.08,16.75,1225.58,1,10,57.6,232.9,8.24,19.37,1349.27
0,20,12,76.6,244.1,8.62,21.38,1415.98,6,14,65.3,231.1,8.46,19.76,1347.09
1,42,12,75.1,208.3,8.52,18.89,1378.73,3,6,57.4,246.1,8.22,20.23,1213.3
1,28,19,71.6,231.6,8.68,20.21,1456.75,3,9,59.8,249.9,8.4,20.65,1275.34
0,20,8,54.8,228.6,8.22,18.89,1148.67,3,11,69.7,251.1,8.68,21.39,1406.13
0,313,2,67.2,248.3,8.5,21.03,1151.88,4,10,82.4,262.4,8.94,22.99,1401.44
0,26,11,62.1,245.9,8.66,20.53,1341.41,5,18,58.9,229.2,8.64,19.21,1399.08
1,45,16,58.8,257.6,8.4,21.09,1486.01,6,8,57.6,245.1,8.56,20.18,1237.73
0,29,6,66.7,228.7,8.22,19.69,1232.11,5,14,60.0,261.5,8.82,21.43,1428.9
0,24,10,60.0,247.9,8.2,20.53,1328.09,8,16,59.0,252.3,8.44,20.75,1426.62
0,24,6,55.6,226.9,8.22,18.83,1208.71,7,19,57.9,243.0,8.78,20.06,1457.29
1,20,8,75.2,231.4,8.64,20.44,1304.11,8,12,48.6,252.1,8.68,20.05,1345.41
1,38,10,67.2,238.1,8.44,20.35,1362.27,5,11,64.8,238.5,8.34,20.22,1386.5
0,302,12,62.8,238.7,8.56,20.1,1406.03,4,19,70.0,242.2,8.68,20.81,1530.98
1,25,17,81.3,259.7,8.88,22.73,1528.73,2,11,44.4,250.2,8.22,19.64,1365.24
0,22,11,58.4,206.6,8.32,17.67,1288.58,2,16,72.9,245.7,8.86,21.24,1453.81
0,42,5,56.0,241.6,8.32,19.84,1255.95,7,10,70.4,231.6,8.5,20.13,1236.55
1,36,8,56.4,274.9,8.5,22.09,1293.33,7,11,70.6,266.3,8.7,22.46,1410.59
1,57,7,61.7,260.1,8.36,21.45,1263.16,10,14,86.2,259.0,8.94,23.01,1428.01
1,151,12,78.6,266.0,8.68,22.97,1365.47,6,6,59.5,249.4,8.32,20.59,1239.67
0,29,18,63.8,227.3,8.36,19.41,1477.25,5,16,57.2,253.9,8.64,20.74,1535.79
1,22,16,79.9,255.8,8.74,22.38,1482.51,2,14,55.8,233.2,8.46,19.27,1306.09
1,22,23,71.8,199.1,8.68,18.06,1483.73,2,8,43.2,214.5,7.84,17.18,1211.97
1,68,13,77.8,241.9,8.86,21.31,1488.56,30,8,67.0,234.5,8.38,20.1,1232.51
0,20,16,56.4,228.1,8.44,18.97,1358.59,4,13,61.5,259.6,8.4,21.41,1436.23
0,21,14,60.4,245.0,8.72,20.36,1370.99,6,12,60.0,267.2,8.72,21.81,1418.73
0,21,9,53.7,242.1,8.32,19.72,1244.55,2,9,68.0,257.7,8.66,21.71,1355.97
1,28,9,67.8,241.2,8.5,20.6,1324.35,3,10,58.0,257.3,8.46,21.02,1309.64
1,35,20,80.2,233.6,8.76,20.92,1544.31,6,9,51.7,243.1,8.22,19.65,1287.88
0,35,4,62.5,262.0,8.44,21.63,1228.83,12,20,67.4,273.1,8.86,22.7,1500.75
1,30,11,75.0,242.1,8.6,21.14,1506.83,5,16,91.3,249.9,9.14,22.75,1495.02
1,89,28,64.1,225.9,8.86,19.33,1718.77,25,14,53.8,202.8,8.34,17.11,1326.06
1,34,10,74.2,268.2,8.76,22.83,1350.61,2,12,78.4,265.4,8.68,22.92,1353.32
0,25,7,65.9,242.1,8.38,20.53,1256.76,7,16,47.1,252.0,8.42,19.94,1440.59
0,36,7,75.1,282.8,8.74,23.86,1275.15,4,10,75.3,239.4,8.82,20.98,1325.37
0,28,10,70.2,227.0,8.6,19.81,1335.26,4,10,69.8,258.4,8.68,21.88,1288.85
0,28,10,68.4,225.0,8.42,19.56,1247.09,9,8,48.3,248.4,8.36,19.78,1286.11
0,22,13,69.9,236.8,8.64,20.45,1375.76,8,7,57.2,288.3,8.48,23.03,1276.37
0,27,11,62.7,218.1,8.32,18.72,1241.35,6,13,67.4,248.5,8.3,21.06,1347.13
0,24,12,63.5,217.4,8.24,18.73,1332.62,4,19,72.8,237.4,8.44,20.68,1501.4
1,27,20,72.2,286.0,8.98,23.88,1540.25,6,7,69.6,275.8,8.76,23.03,1348.73
1,28,12,58.4,219.3,8.28,18.51,1326.96,5,16,64.0,248.0,8.54,20.8,1433.08
0,24,8,72.2,232.7,8.58,20.33,1257.93,7,11,83.0,285.6,8.9,24.57,1427.94
0,23,11,79.5,264.0,8.76,22.9,1354.63,9,13,79.8,257.1,8.84,22.46,1359.08
1,24,12,58.0,271.2,8.56,21.95,1497.65,4,17,71.6,243.4,8.68,21.0,1425.87
1,70,14,68.8,238.9,8.4,20.51,1433.91,34,9,72.1,219.0,8.42,19.41,1291.15
1,27,14,86.4,257.7,8.88,22.94,1423.44,6,8,57.4,255.1,8.48,20.83,1321.61
1,190,15,64.8,248.6,8.64,20.89,1433.73,8,14,66.0,216.9,8.32,18.86,1385.79
0,356,11,79.9,254.7,8.94,22.31,1416.15,3,12,68.4,253.5,8.58,21.46,1343.92
0,38,12,83.8,255.6,8.8,22.63,1389.68,4,18,76.7,243.8,8.74,21.37,1507.72
1,207,6,77.0,251.1,8.46,21.87,1275.19,8,16,72.2,261.7,8.8,22.26,1543.35
0,21,12,60.4,257.7,8.72,21.21,1363.91,9,10,74.0,243.2,8.52,21.15,1360.79
1,38,18,82.9,271.8,8.8,23.65,1529.68,8,6,52.2,246.5,8.0,19.91,1271.46
0,25,8,73.8,264.7,8.86,22.57,1345.24,5,15,58.8,274.9,8.74,22.25,1439.39
0,37,6,65.0,234.9,8.54,19.99,1192.97,4,6,52.6,251.8,8.6,20.29,1260.33
0,20,16,70.1,248.7,8.68,21.25,1385.71,2,20,73.8,260.3,8.86,22.27,1555.38
1,67,15,66.8,229.7,8.64,19.77,1420.83,13,8,63.1,247.7,8.6,20.72,1259.64
0,32,11,64.8,249.5,8.66,20.95,1350.77,14,15,72.6,242.6,8.68,21.01,1477.89
0,25,13,55.6,264.5,8.26,21.34,1370.15,5,15,86.3,246.1,8.66,22.16,1471.3
1,35,27,51.2,191.8,8.1,16.2,1605.76,1,20,53.4,224.0,8.24,18.49,1508.21
0,24,16,71.8,239.9,8.68,20.78,1439.55,8,11,75.4,231.0,8.6,20.43,1346.67
0,26,9,68.0,261.9,8.5,21.99,1370.6,5,18,68.5,255.2,8.66,21.58,1461.92
0,29,11,52.0,237.6,8.14,19.31,1278.07,7,11,81.4,236.0,8.44,21.16,1352.05
1,21,11,59.0,237.8,8.24,19.79,1344.38,7,20,58.8,203.9,8.38,17.51,1514.25
1,31,14,66.4,270.4,8.54,22.45,1459.05,9,18,63.4,224.7,8.48,19.21,1453.77
1,32,16,66.7,239.2,8.62,20.39,1468.53,7,16,72.8,239.3,8.66,20.81,1421.86
0,73,12,59.6,216.9,8.38,18.43,1305.58,25,10,51.6,249.3,8.24,20.06,1299.08
1,26,11,67.4,222.6,8.4,19.33,1325.54,8,19,63.7,262.9,8.52,21.77,1522.23
0,25,5,80.4,222.4,8.26,20.19,1188.03,8,26,70.4,287.8,8.98,23.88,1653.98
1,25,12,64.4,259.2,8.62,21.57,1404.37,3,16,63.1,266.4,8.7,21.97,1499.98
0,157,6,59.9,251.3,8.46,20.75,1223.55,5,14,61.2,239.6,8.66,20.05,1394.16
0,165,18,66.9,223.2,8.66,19.34,1481.76,11,15,71.8,191.7,8.4,17.57,1400.29
0,68,13,69.8,209.9,8.4,18.65,1318.05,19,22,53.2,245.9,8.84,19.94,1513.47
0,52,15,54.6,246.3,8.62,20.06,1369.41,13,14,71.4,253.8,8.66,21.68,1359.69
1,31,20,52.7,239.4,8.6,19.47,1418.19,3,11,46.2,196.5,8.16,16.18,1290.79
0,27,8,67.9,211.1,8.3,18.6,1242.88,3,14,54.0,235.3,8.62,19.29,1327.39
0,29,6,61.6,248.9,8.22,20.7,1253.66,7,11,73.5,247.2,8.72,21.38,1340.44
1,30,12,71.2,204.5,8.7,18.38,1338.37,6,8,59.8,224.0,8.54,18.92,1224.14
0,28,10,63.1,238.6,8.8,20.11,1372.41,4,17,80.4,247.9,9.04,21.89,1440.91
0,142,16,65.0,257.2,8.7,21.48,1453.98,8,10,66.6,216.5,8.2,18.87,1363.59
1,221,22,64.3,215.3,8.76,18.64,1510.11,5,11,61.5,198.0,8.04,17.3,1247.21
0,25,11,59.6,247.7,8.4,20.49,1350.45,8,14,61.4,275.2,8.68,22.44,1388.87
1,24,13,67.4,279.2,8.72,23.11,1491.49,6,11,54.0,212.3,8.4,17.75,1258.97
0,131,7,52.2,213.1,7.94,17.69,1215.66,2,21,49.6,251.0,8.7,20.04,1393.53
1,17,7,52.6,242.0,8.34,19.64,1255.29,4,13,87.2,260.1,8.84,23.15,1351.12
1,31,15,65.3,262.8,8.8,21.87,1449.38,3,10,73.2,222.8,8.36,19.73,1269.55
0,25,13,74.0,267.1,8.68,22.74,1337.08,7,13,58.2,239.1,8.66,19.82,1359.43
1,178,19,58.2,213.4,8.6,18.11,1388.92,3,6,45.9,253.2,8.42,19.94,1270.0
0,24,4,61.7,222.3,8.22,18.93,1167.43,7,13,70.4,228.9,8.72,19.95,1358.55
1,24,12,67.2,218.9,8.64,19.07,1300.59,1,11,79.2,235.4,8.68,20.97,1268.77
1,29,19,65.2,231.1,8.5,19.75,1487.22,3,9,51.0,235.2,8.22,19.08,1338.49
1,53,16,82.9,259.0,8.92,22.79,1441.89,3,5,58.0,253.8,8.38,20.79,1302.19
1,26,3,65.0,223.2,8.56,19.21,1142.75,4,7,77.4,280.5,8.74,23.86,1298.22
1,27,9,72.8,264.4,8.74,22.48,1274.89,1,4,61.6,243.7,8.54,20.35,1148.73
0,26,16,60.2,213.1,8.62,18.22,1451.23,3,20,80.8,231.5,8.82,20.82,1502.28
1,162,8,64.8,238.9,8.66,20.25,1246.79,4,6,56.6,214.9,8.32,18.1,1246.8
1,24,16,78.0,226.3,8.66,20.29,1374.65,4,14,53.3,192.9,8.18,16.41,1230.36
1,21,15,65.0,241.9,8.62,20.46,1405.79,8,18,67.2,200.9,8.24,17.87,1358.59
1,32,15,69.6,233.4,8.42,20.2,1413.65,4,4,72.6,207.0,8.32,18.64,1143.95
1,26,9,66.2,232.4,8.54,19.91,1309.62,3,7,68.0,228.9,8.38,19.79,1221.68
0,47,2,75.4,214.6,8.12,19.33,1156.35,5,16,69.8,252.8,8.88,21.51,1387.08
0,93,16,60.4,190.0,7.94,16.69,1429.46,6,11,56.5,255.2,8.18,20.78,1370.27
0,142,10,64.9,215.2,8.42,18.67,1250.84,3,17,64.6,227.3,8.62,19.46,1469.45
0,69,14,55.5,232.0,8.56,19.17,1376.96,40,18,71.2,197.4,8.5,17.91,1423.99
1,26,10,57.8,234.6,8.3,19.49,1218.86,1,6,59.6,228.0,8.36,19.17,1215.31
1,69,8,42.4,290.2,8.42,22.17,1286.97,20,15,76.1,243.4,8.84,21.3,1472.85
0,28,12,54.7,168.9,8.1,14.91,1286.38,5,24,58.8,226.5,8.56,19.02,1567.47
1,34,17,59.2,237.8,8.46,19.8,1614.11,11,16,65.8,223.2,8.32,19.27,1440.65
1,30,15,63.0,228.3,8.46,19.42,1356.1,7,17,54.8,246.4,8.68,20.08,1486.83
1,263,13,76.4,218.1,8.72,19.63,1364.52,5,10,64.4,211.0,8.24,18.36,1361.95
0,22,10,60.4,225.6,8.42,19.07,1265.4,5,11,67.3,272.4,8.76,22.65,1307.97
0,298,8,43.2,229.3,8.02,18.17,1243.28,4,14,63.2,234.9,8.54,19.87,1430.72
0,24,3,62.8,203.3,8.3,17.74,1100.85,8,14,67.1,258.6,8.78,21.71,1403.85
0,30,8,65.6,236.5,8.6,20.14,1270.09,8,5,74.0,241.1,8.52,21.01,1231.6
1,21,12,61.3,233.8,8.42,19.67,1315.33,8,19,62.8,240.7,8.62,20.23,1437.21
1,29,9,58.4,236.0,8.32,19.63,1233.35,0,13,52.9,255.1,8.44,20.53,1386.63
0,26,3,73.7,237.0,8.38,20.71,1155.23,4,13,69.2,260.1,8.78,21.95,1411.67
1,23,15,90.9,248.8,9.08,22.65,1431.08,3,10,55.2,244.8,8.6,20.0,1272.38
0,53,15,55.6,175.7,7.86,15.42,1295.76,4,20,79.0,268.1,8.88,23.14,1665.1
1,23,13,55.9,227.1,8.56,18.87,1327.13,5,12,52.8,230.4,8.38,18.88,1279.56
0,25,10,57.0,238.1,8.28,19.67,1302.16,5,9,59.5,237.7,8.3,19.81,1253.18
1,29,23,60.3,231.5,8.6,19.45,1572.93,6,6,48.6,186.6,7.92,15.68,1140.17
1,93,16,77.2,265.9,9.0,22.87,1436.35,2,6,70.8,216.8,8.32,19.17,1180.72
1,87,9,73.9,251.0,8.66,21.66,1286.91,6,8,72.0,245.0,8.5,21.13,1264.65
0,70,2,62.3,202.2,8.2,17.63,1098.91,24,16,72.6,250.1,8.78,21.51,1443.57
1,73,7,65.9,246.2,8.5,20.81,1288.37,39,3,57.1,227.3,7.86,18.96,1136.37
0,20,15,63.0,252.7,8.72,21.05,1427.16,5,15,51.3,198.0,8.36,16.62,1301.86
0,34,12,55.5,234.2,8.58,19.31,1323.57,6,12,54.6,270.0,8.54,21.64,1377.33
1,78,15,91.3,233.2,8.78,21.63,1496.81,31,7,46.8,196.2,8.24,16.2,1213.93
1,41,19,73.0,247.4,8.82,21.36,1486.24,6,5,53.6,208.6,8.0,17.48,1129.55
0,282,9,72.4,204.1,8.32,18.43,1254.96,6,21,62.0,269.6,8.94,22.11,1601.71
1,19,24,73.2,260.8,9.44,22.27,1671.46,1,9,57.7,228.8,8.38,19.1,1262.87
1,146,18,63.6,258.2,8.8,21.45,1586.53,3,5,66.0,251.8,8.38,21.19,1234.94
0,127,10,44.9,255.0,8.36,19.99,1269.29,4,21,77.6,237.2,8.78,20.99,1488.54
1,30,14,62.6,216.7,8.46,18.62,1388.88,4,8,62.7,235.7,8.34,19.89,1311.1
1,70,7,84.4,242.2,8.64,21.77,1293.97,29,12,75.5,277.3,8.84,23.52,1418.94
1,165,27,71.1,245.8,9.06,21.13,1781.63,2,6,50.8,182.8,8.08,15.57,1220.95
1,23,10,63.3,256.4,8.52,21.31,1360.62,3,12,76.7,180.3,8.16,17.13,1306.89
0,263,14,44.6,216.5,8.18,17.41,1361.33,2,11,68.1,249.8,8.78,21.19,1425.18
0,25,6,57.8,240.5,8.18,19.89,1282.95,1,19,68.3,235.9,8.74,20.28,1549.98
0,27,17,70.0,281.6,8.9,23.44,1483.02,3,3,67.4,246.1,8.54,20.9,1170.36
0,167,16,67.2,269.8,8.7,22.47,1422.23,6,15,84.2,300.2,9.04,25.63,1494.27
0,25,14,64.7,260.4,8.52,21.67,1476.96,4,12,53.3,222.2,8.24,18.37,1350.51
1,23,14,74.4,235.5,8.74,20.66,1393.19,5,11,67.2,227.9,8.48,19.67,1312.57
0,395,10,52.8,224.8,8.14,18.51,1264.63,2,11,69.0,236.5,8.48,20.37,1347.16
1,338,16,61.0,236.1,8.48,19.81,1442.35,4,6,54.8,233.9,8.14,19.25,1222.76
1,259,9,61.4,260.1,8.76,21.43,1292.18,0,5,78.8,229.0,8.58,20.52,1163.46
1,273,13,70.6,263.6,8.82,22.28,1456.7,3,9,57.2,244.1,8.48,20.09,1363.91
0,27,8,69.8,216.1,8.74,19.06,1273.88,8,10,64.0,247.9,8.74,20.79,1333.99
1,25,19,76.4,215.1,8.48,19.43,1506.58,5,17,61.3,158.1,8.08,14.63,1337.69
1,43,11,58.8,257.3,8.48,21.07,1327.25,7,11,72.9,227.2,8.46,20.01,1362.63
0,35,5,65.1,224.5,8.24,19.31,1216.82,4,11,75.8,257.1,8.58,22.19,1343.05
0,48,14,69.2,230.9,8.32,20.01,1318.47,1,14,56.6,223.8,8.3,18.69,1362.75
0,26,8,62.6,276.2,8.78,22.59,1297.31,1,5,61.5,260.3,8.62,21.45,1203.77
0,25,16,59.6,236.2,8.24,19.72,1403.37,5,14,48.8,237.0,8.1,19.05,1421.97
1,20,18,70.8,229.6,8.8,20.03,1554.22,4,16,44.8,242.8,8.48,19.17,1407.35
0,39,7,55.4,230.5,8.34,19.06,1191.44,5,7,64.6,240.6,8.5,20.35,1274.75
1,24,19,61.2,269.6,8.8,22.05,1501.54,4,6,66.1,225.5,8.32,19.44,1233.25
1,294,11,64.6,261.2,8.54,21.72,1316.43,5,13,61.3,242.0,8.62,20.22,1326.09
0,26,6,79.3,230.0,8.4,20.62,1240.16,6,12,63.9,261.9,8.56,21.72,1393.37
1,31,10,67.4,238.6,8.42,20.4,1322.35,5,10,61.8,224.7,8.18,19.1,1267.8
1,31,13,79.4,244.3,8.76,21.58,1338.32,4,4,61.6,219.2,8.18,18.72,1133.89
1,26,10,66.4,247.0,8.62,20.89,1278.8,0,6,58.8,266.2,8.52,21.67,1237.71
1,26,13,72.4,254.0,8.56,21.76,1385.49,5,3,63.7,262.0,8.18,21.71,1233.47
0,21,6,66.8,216.9,7.98,18.91,1153.79,4,11,62.6,246.8,8.58,20.63,1327.27
1,44,12,67.6,278.2,8.8,23.05,1367.71,6,6,53.1,200.9,8.12,16.93,1160.08
0,30,13,70.1,228.7,8.72,19.92,1320.96,4,9,59.4,267.9,8.52,21.82,1279.8
1,52,12,74.4,255.9,8.68,22.02,1357.77,4,10,70.6,258.8,8.56,21.96,1315.19
0,23,10,69.3,248.2,8.48,21.17,1335.01,2,10,68.1,251.5,8.5,21.31,1372.86
1,349,12,74.0,269.0,8.68,22.87,1396.62,6,6,60.6,251.9,8.36,20.83,1244.19
1,32,6,86.0,253.1,8.78,22.61,1242.57,10,5,58.0,218.0,8.42,18.4,1164.02
0,242,4,60.6,240.7,8.1,20.09,1160.61,3,11,70.1,262.8,8.84,22.19,1387.66
0,24,8,72.2,232.3,8.38,20.3,1258.74,7,3,61.3,262.7,8.48,21.6,1212.43
1,31,14,65.6,241.0,8.46,20.44,1298.63,4,17,70.0,232.9,8.5,20.19,1418.55
0,78,9,78.0,222.2,8.68,20.01,1368.81,28,11,60.5,219.9,8.6,18.69,1350.43
1,20,9,65.4,251.9,8.44,21.15,1330.45,6,13,60.0,211.8,8.44,18.12,1339.43
1,27,16,74.4,234.0,8.7,20.56,1460.21,6,16,51.4,223.4,8.26,18.32,1370.7
1,458,12,75.6,195.2,8.52,18.05,1338.63,3,12,67.0,228.5,8.48,19.7,1395.09
0,27,7,82.8,205.9,8.2,19.25,1195.23,9,11,54.4,274.2,8.5,21.91,1337.12
0,138,10,57.4,203.8,8.0,17.41,1318.93,5,19,79.2,202.2,8.46,18.76,1415.4
1,199,13,74.9,254.4,8.58,21.95,1399.49,6,4,63.0,241.4,8.42,20.29,1207.24
1,36,16,60.8,201.5,8.64,17.49,1297.71,4,7,64.2,232.4,8.46,19.77,1266.85
0,196,6,72.7,240.6,8.52,20.89,1249.22,3,18,74.4,227.9,8.64,20.15,1443.71
0,43,8,60.1,246.1,8.34,20.41,1291.24,2,9,69.9,253.7,8.48,21.57,1359.79
1,27,15,70.8,237.3,8.88,20.54,1451.06,2,7,76.4,228.3,8.42,20.31,1258.79
0,35,9,76.4,219.4,8.54,19.72,1225.96,6,15,55.6,266.5,8.62,21.47,1397.21
0,20,8,54.5,250.2,8.28,20.31,1292.45,4,16,71.0,241.7,8.5,20.85,1456.83
0,20,3,62.5,254.5,8.38,21.13,1217.33,3,17,73.6,200.9,8.4,18.3,1305.62
0,21,9,76.0,225.9,8.62,20.13,1251.55,5,6,63.0,267.6,8.5,22.04,1208.15
0,27,4,64.3,201.8,8.24,17.74,1116.75,5,9,54.5,209.7,8.04,17.61,1184.08
1,27,5,64.8,236.2,8.58,20.07,1188.37,7,9,79.2,265.4,8.7,22.97,1325.32
0,294,11,69.4,223.9,8.66,19.55,1299.45,6,12,57.4,219.2,8.58,18.44,1294.14
0,29,10,64.4,228.3,8.7,19.51,1200.16,6,5,76.0,279.7,8.82,23.71,1295.57
1,71,17,67.2,223.5,8.4,19.38,1431.85,36,10,56.2,220.0,7.98,18.41,1269.59
1,66,15,74.6,245.6,8.78,21.35,1544.03,21,12,47.8,204.0,8.32,16.79,1295.89
1,28,5,60.7,267.6,8.54,21.89,1241.77,8,4,61.8,253.6,8.3,21.03,1178.3
0,63,13,58.2,217.8,8.44,18.4,1328.69,29,13,62.4,195.2,8.22,17.17,1291.91
0,21,2,47.2,243.6,8.24,19.39,1159.17,8,12,62.1,286.2,8.92,23.22,1453.89
1,175,11,69.1,256.9,8.62,21.73,1332.37,6,4,66.6,223.8,8.22,19.36,1171.9
1,26,17,59.8,280.0,8.8,22.65,1462.58,1,5,61.6,209.7,8.26,18.09,1174.92
0,24,4,69.4,196.0,8.46,17.69,1136.47,6,9,70.2,265.4,8.5,22.37,1367.77
1,21,17,80.8,249.0,9.0,21.99,1459.27,2,2,47.2,213.1,8.06,17.35,1078.87
1,48,22,79.6,236.6,8.92,21.08,1501.16,7,1,56.0,206.8,7.98,17.52,1089.59
0,24,10,67.6,217.2,8.48,18.99,1315.24,1,12,45.6,265.0,8.44,20.71,1430.21
0,24,9,65.0,226.8,8.38,19.45,1249.56,7,21,60.0,270.9,8.64,22.06,1442.68
1,29,11,78.4,262.4,8.6,22.72,1460.33,8,15,44.3,201.1,8.42,16.36,1317.54
1,20,16,62.0,236.3,8.58,19.89,1312.38,5,8,73.6,228.0,8.24,20.11,1259.24
0,25,17,68.7,266.0,8.56,22.31,1496.11,3,13,63.2,190.0,8.04,16.88,1213.89
1,50,11,73.8,197.2,8.32,18.07,1268.92,8,6,62.5,219.1,8.18,18.77,1250.94
0,21,5,65.4,223.6,8.28,19.27,1182.84,3,13,77.0,266.1,8.74,22.87,1383.67
1,32,15,62.3,254.2,8.64,21.1,1364.26,7,11,49.5,245.8,8.32,19.69,1323.49
1,59,8,66.4,251.4,8.48,21.19,1267.31,7,7,74.0,270.3,8.64,22.95,1270.47
1,26,14,48.4,236.4,8.52,18.99,1379.28,5,12,43.6,203.0,8.02,16.44,1289.09
1,28,14,54.4,212.9,8.16,17.82,1278.16,6,8,59.0,238.4,8.14,19.83,1290.76
0,137,8,81.6,229.5,8.54,20.74,1270.07,5,13,65.0,232.5,8.62,19.83,1348.58
1,25,15,72.0,206.7,8.4,18.58,1374.17,6,13,66.2,233.3,8.54,19.97,1409.8
1,120,10,72.2,259.4,8.68,22.11,1286.95,4,4,63.4,249.0,8.42,20.83,1213.76
0,153,13,59.0,170.7,8.36,15.31,1262.95,7,15,58.8,234.0,8.74,19.52,1396.21
0,27,8,58.8,231.3,8.38,19.34,1217.13,6,15,52.6,237.6,8.48,19.35,1342.71
1,29,10,85.1,261.3,8.74,23.09,1356.79,5,8,64.4,218.6,8.4,18.87,1225.3
1,26,11,81.7,259.0,8.86,22.71,1428.11,1,6,67.6,262.8,8.42,22.03,1290.76
1,38,13,66.4,283.4,8.5,23.32,1397.87,6,7,52.7,238.0,8.28,19.38,1207.79
